latitude,longitude,acq_date,PREDICTED
39.2556,-122.8068,8/1/2018,62.14776
39.24,-122.8332,8/1/2018,75.56535933
39.2502,-122.836,8/1/2018,108.745655
39.2528,-122.8218,8/1/2018,95.75238019
39.2474,-122.8509,8/1/2018,74.62706519
39.2601,-122.84,8/1/2018,78.67993713
39.303,-122.9411,8/1/2018,70.45529599
39.3002,-122.9557,8/1/2018,77.07716814
39.8329,-123.0481,8/1/2018,71.82676006
39.8265,-123.0377,8/1/2018,66.56491933
39.3104,-122.9587,8/1/2018,77.7576561
39.3076,-122.9737,8/1/2018,80.06775226
39.3043,-122.9914,8/1/2018,72.42178636
39.2938,-122.9898,8/1/2018,66.93792137
39.2908,-123.0056,8/1/2018,75.49693178
39.0963,-123.025,8/2/2018,72.26267406
39.0744,-123.1264,8/2/2018,70.22372038
39.0758,-123.1145,8/2/2018,61.23842535
39.0931,-123.0512,8/2/2018,65.8009243
39.0996,-123.0314,8/2/2018,63.6808213
39.2067,-122.897,8/2/2018,67.38943773
39.2039,-122.8904,8/2/2018,66.5948822
39.193,-122.9007,8/2/2018,64.79227916
39.0788,-123.0894,8/2/2018,65.62010977
39.0837,-123.0495,8/2/2018,65.23753059
39.0979,-123.012,8/2/2018,70.45980816
39.0947,-123.0382,8/2/2018,68.87284641
39.3096,-122.967,8/2/2018,86.65394704
39.3081,-122.9801,8/2/2018,72.89704233
39.0884,-123.0099,8/2/2018,89.13888551
39.1879,-122.8601,8/2/2018,77.14427855
39.1974,-122.8626,8/2/2018,67.96749755
39.09,-122.9967,8/2/2018,67.31622505
39.196,-122.875,8/2/2018,74.32999871
39.1945,-122.8877,8/2/2018,101.482502
39.3053,-123.0045,8/2/2018,61.24083841
39.3067,-122.9922,8/2/2018,63.60416939
39.2958,-123.0021,8/2/2018,61.51865238
39.1971,-122.7822,8/2/2018,135.8044348
39.1874,-122.7812,8/2/2018,85.2233176
39.2924,-122.9164,8/2/2018,63.09037247
39.2084,-122.7692,8/2/2018,82.60155576
39.1784,-122.8577,8/2/2018,64.49135384
39.1987,-122.7682,8/2/2018,110.7381593
39.2219,-122.7639,8/2/2018,75.01970111
39.1799,-122.8451,8/2/2018,82.1208912
39.2003,-122.7548,8/2/2018,96.29061254
39.1925,-122.8216,8/2/2018,89.82983297
39.21,-122.7557,8/2/2018,93.33407586
39.1939,-122.809,8/2/2018,105.5026952
39.1955,-122.7958,8/2/2018,143.4012981
39.1894,-122.8473,8/2/2018,92.01911588
39.2984,-122.8951,8/2/2018,68.17357274
39.191,-122.8343,8/2/2018,98.02890285
39.2068,-122.7831,8/2/2018,105.5326839
39.2181,-122.7705,8/2/2018,78.8659072
39.2999,-122.8816,8/2/2018,62.17448724
39.2235,-122.7504,8/2/2018,101.2712799
39.2051,-122.7972,8/2/2018,103.0960502
39.2197,-122.7571,8/2/2018,88.77140506
39.2034,-122.8114,8/2/2018,72.53947289
39.213,-122.8136,8/2/2018,69.04557054
39.2147,-122.7993,8/2/2018,80.99987401
39.2165,-122.7846,8/2/2018,77.18306507
39.2331,-122.7527,8/2/2018,92.15190738
39.2284,-122.7931,8/2/2018,78.80676211
39.2171,-122.8066,8/2/2018,78.17707115
39.2187,-122.792,8/2/2018,75.97101569
39.2204,-122.7776,8/2/2018,76.98613757
39.23,-122.7793,8/2/2018,75.07903307
39.2315,-122.7659,8/2/2018,73.34238754
39.3112,-122.9532,8/2/2018,103.7259272
39.2968,-122.9089,8/2/2018,67.40436669
39.2506,-122.7708,8/2/2018,85.9920951
39.2426,-122.7553,8/2/2018,66.83364589
39.2587,-122.786,8/2/2018,67.50783791
39.3128,-122.9395,8/2/2018,70.14121619
39.2268,-122.8076,8/2/2018,67.75934814
39.2364,-122.8088,8/2/2018,67.60655989
39.2522,-122.7572,8/2/2018,61.00210177
39.2381,-122.7948,8/2/2018,68.13020178
39.2396,-122.7812,8/2/2018,66.91391783
39.2411,-122.7683,8/2/2018,71.28998577
39.2717,-122.8431,8/2/2018,74.53418746
39.2556,-122.8127,8/2/2018,89.77533815
39.2701,-122.8571,8/2/2018,67.35719986
39.2572,-122.7993,8/2/2018,68.05674135
39.2621,-122.8418,8/2/2018,67.33469109
39.254,-122.8263,8/2/2018,81.14801108
39.2637,-122.8275,8/2/2018,71.56685562
39.2652,-122.8143,8/2/2018,78.87403479
39.2524,-122.8403,8/2/2018,73.66727953
39.2052,-122.7126,8/2/2018,122.0010094
39.1972,-122.6973,8/2/2018,108.3876919
39.1987,-122.6841,8/2/2018,71.36813049
39.1956,-122.7108,8/2/2018,140.5560485
39.2067,-122.6998,8/2/2018,70.41431494
39.189,-122.7672,8/2/2018,126.3093765
39.2941,-122.9025,8/2/2018,69.62792987
39.2956,-122.8893,8/2/2018,73.41034059
39.2798,-122.858,8/2/2018,67.41186961
39.1906,-122.7533,8/2/2018,139.3417473
39.1778,-122.7789,8/2/2018,76.93459436
39.2876,-122.8743,8/2/2018,73.61227004
39.1795,-122.7645,8/2/2018,150.5984321
39.1716,-122.748,8/2/2018,105.6755791
39.2133,-122.7281,8/2/2018,131.1155076
39.202,-122.7404,8/2/2018,93.96488498
39.2036,-122.7264,8/2/2018,125.930883
39.194,-122.7247,8/2/2018,123.9532525
39.2213,-122.7434,8/2/2018,132.7248075
39.2229,-122.7301,8/2/2018,94.27852413
39.2116,-122.7421,8/2/2018,148.731386
39.225,-122.7369,8/2/2018,108.1425293
39.2346,-122.7393,8/2/2018,84.41065177
39.1699,-122.7624,8/2/2018,89.7703371
39.1682,-122.6917,8/2/2018,71.25070665
39.1732,-122.7342,8/2/2018,98.3310802
39.1763,-122.7075,8/2/2018,107.1517439
39.1635,-122.7331,8/2/2018,69.39169013
39.1666,-122.7061,8/2/2018,74.99414397
39.1891,-122.6816,8/2/2018,75.58571683
39.1859,-122.709,8/2/2018,149.005568
39.1778,-122.6937,8/2/2018,94.3981114
39.1844,-122.7225,8/2/2018,148.1600507
39.1828,-122.7363,8/2/2018,145.3081591
39.1794,-122.6802,8/2/2018,73.73517957
39.165,-122.7196,8/2/2018,75.62711433
39.1747,-122.721,8/2/2018,102.1675333
39.1875,-122.6956,8/2/2018,144.0686841
39.1923,-122.7392,8/2/2018,121.3944396
39.1701,-122.6799,8/2/2018,109.0174748
39.1658,-122.6591,8/2/2018,91.97603315
39.1742,-122.6997,8/2/2018,83.55421936
39.1856,-122.6958,8/2/2018,72.07056155
39.1772,-122.655,8/2/2018,69.0625457
39.1783,-122.7198,8/2/2018,89.10290778
39.1631,-122.7053,8/2/2018,107.2654625
39.1711,-122.744,8/2/2018,87.24717375
39.1913,-122.6856,8/2/2018,72.23879434
39.1671,-122.7245,8/2/2018,99.13088393
39.1825,-122.7402,8/2/2018,72.8607955
39.1813,-122.6751,8/2/2018,92.46390505
39.1984,-122.7587,8/2/2018,71.67327429
39.2023,-122.7778,8/2/2018,86.70882468
39.266,-122.8105,8/2/2018,67.30146637
39.1954,-122.8035,8/2/2018,91.00770833
39.1872,-122.7633,8/2/2018,82.96941605
39.1914,-122.8428,8/2/2018,70.1367189
39.1915,-122.7844,8/2/2018,93.0399565
39.1756,-122.7662,8/2/2018,67.52224716
39.1875,-122.8237,8/2/2018,67.91429776
39.1969,-122.6916,8/2/2018,70.47569221
39.1589,-122.6849,8/2/2018,121.5916337
39.2126,-122.7087,8/2/2018,72.82125262
39.1438,-122.6713,8/2/2018,81.96807006
39.1482,-122.6923,8/2/2018,91.7078184
39.1548,-122.6649,8/2/2018,105.5363208
39.2164,-122.7275,8/2/2018,80.58707839
39.2111,-122.7219,8/2/2018,82.81412683
39.2228,-122.7196,8/2/2018,71.54780899
39.1953,-122.8617,8/2/2018,62.29496267
39.08,-123.0991,8/2/2018,91.86281106
39.0834,-123.1163,8/2/2018,107.6713938
39.0868,-123.1328,8/2/2018,64.83703397
39.0912,-123.1067,8/2/2018,70.63004248
39.199,-122.8798,8/2/2018,70.66139103
39.2027,-122.8981,8/2/2018,84.49278372
39.0943,-123.0514,8/2/2018,71.45877752
39.087,-123.0745,8/2/2018,78.60156174
39.0904,-123.0321,8/2/2018,70.98291699
39.0833,-123.0685,8/2/2018,77.89003095
39.0874,-123.0883,8/2/2018,76.25404993
39.0906,-123.0455,8/2/2018,80.09644822
39.3134,-122.9833,8/2/2018,65.7006625
39.179,-122.7468,8/2/2018,78.49951184
39.1954,-122.7744,8/2/2018,72.62283673
39.1806,-122.7747,8/2/2018,83.2296506
39.1805,-122.7814,8/2/2018,78.35317239
39.1788,-122.753,8/2/2018,83.03768398
39.1954,-122.7814,8/2/2018,71.58904789
39.0899,-123.0163,8/2/2018,66.74944755
39.092,-123.0509,8/2/2018,69.64124076
39.0908,-123.045,8/2/2018,73.27741317
39.1639,-122.7525,8/2/2018,72.32267789
39.175,-122.8502,8/2/2018,93.82992585
39.2309,-122.7423,8/2/2018,78.14332535
39.2891,-122.8562,8/2/2018,96.87051571
39.1766,-122.8326,8/2/2018,78.39590074
39.1813,-122.7792,8/2/2018,98.85535934
39.2759,-122.8753,8/2/2018,76.61902272
39.2872,-122.8779,8/2/2018,93.52260781
39.1833,-122.757,8/2/2018,71.74319741
39.1753,-122.7483,8/2/2018,72.62669897
39.172,-122.7541,8/2/2018,99.22266495
39.1732,-122.7704,8/2/2018,89.60293603
39.1712,-122.7912,8/2/2018,62.15860969
39.1701,-122.7762,8/2/2018,86.96857833
39.2503,-122.7738,8/2/2018,75.18626206
39.295,-122.918,8/2/2018,102.222265
39.2969,-122.8977,8/2/2018,104.7047287
39.2566,-122.8336,8/2/2018,73.98859783
39.1911,-122.7998,8/2/2018,71.66250975
39.252,-122.7546,8/2/2018,62.40769403
39.2579,-122.8261,8/2/2018,84.54061438
39.2484,-122.8041,8/2/2018,74.11714463
39.2615,-122.7877,8/2/2018,78.47885964
39.2501,-122.7856,8/2/2018,89.15707794
39.2405,-122.7644,8/2/2018,112.7394148
39.1895,-122.8167,8/2/2018,71.69658016
39.2422,-122.7459,8/2/2018,82.65354989
39.188,-122.8341,8/2/2018,78.42573749
39.2292,-122.7613,8/2/2018,83.52184949
39.1864,-122.8523,8/2/2018,76.43168121
39.26,-122.7947,8/2/2018,86.18122001
39.2617,-122.7752,8/2/2018,66.86781695
39.2487,-122.7919,8/2/2018,75.67943149
39.2662,-122.8557,8/2/2018,107.9371933
39.2681,-122.8341,8/2/2018,100.1933419
39.2777,-122.8551,8/2/2018,109.1675482
39.2196,-122.74,8/2/2018,87.34045117
39.1479,-122.6679,8/2/2018,71.24230327
39.2212,-122.7214,8/2/2018,74.00988589
39.1558,-122.7086,8/2/2018,72.86367517
39.1459,-122.689,8/2/2018,76.91335254
39.154,-122.7279,8/2/2018,76.60308379
39.2795,-122.8351,8/2/2018,86.07867212
39.2056,-122.8932,8/2/2018,69.4225994
39.1036,-123.0246,8/2/2018,84.73184266
39.1053,-123.0066,8/2/2018,98.14724173
39.0924,-123.023,8/2/2018,80.70013467
39.0941,-123.0042,8/2/2018,120.1602479
39.0959,-122.985,8/2/2018,104.9036106
39.0906,-123.042,8/2/2018,104.6036548
39.0777,-123.0591,8/2/2018,74.5331652
39.0829,-123.0021,8/2/2018,96.56617305
39.0847,-122.983,8/2/2018,80.61655946
39.2995,-122.9932,8/2/2018,92.40661455
39.1605,-122.7535,8/2/2018,110.1862635
39.1586,-122.7752,8/2/2018,63.19459467
39.1617,-122.7698,8/2/2018,94.99474872
39.1637,-122.7477,8/2/2018,117.4477484
39.0726,-123.1139,8/2/2018,68.14932208
39.1735,-122.8674,8/2/2018,69.07971028
39.1848,-122.8699,8/2/2018,72.98927305
39.1945,-122.89,8/2/2018,93.0519188
39.1928,-122.9086,8/2/2018,70.15924993
39.2041,-122.9104,8/2/2018,71.11043154
39.1522,-122.7475,8/2/2018,76.91044689
39.309,-123.0137,8/2/2018,102.9284081
39.3107,-122.9961,8/2/2018,78.25086137
39.2978,-123.0112,8/2/2018,115.1098173
39.0871,-123.0795,8/2/2018,86.81084127
39.0889,-123.0603,8/2/2018,100.1601925
39.1622,-122.7333,8/2/2018,93.80981423
39.1639,-122.714,8/2/2018,70.12722329
39.1738,-122.7333,8/2/2018,69.62815335
39.1772,-122.6944,8/2/2018,65.5863787
39.3024,-123.0321,8/3/2018,67.74997876
39.3127,-122.9908,8/3/2018,61.96871171
39.305,-123.0225,8/3/2018,68.3710358
39.1072,-123.0529,8/3/2018,62.36906643
39.1792,-122.8901,8/3/2018,71.02804101
39.1872,-122.8582,8/3/2018,75.3750007
39.1777,-122.8965,8/3/2018,65.86938875
39.1585,-122.8464,8/3/2018,72.64161221
39.1541,-122.8008,8/3/2018,84.91371904
39.1627,-122.7658,8/3/2018,100.3561462
39.1599,-122.8396,8/3/2018,78.20023471
39.1552,-122.7936,8/3/2018,96.6474139
39.1633,-122.7602,8/3/2018,100.8015975
39.141,-122.7873,8/3/2018,73.91742694
39.1493,-122.7533,8/3/2018,93.34212991
39.1345,-122.7498,8/3/2018,104.0251785
39.1196,-122.7463,8/3/2018,85.37438596
39.1201,-122.7423,8/3/2018,86.35513878
39.2158,-122.6775,8/3/2018,89.17946077
39.1125,-122.7116,8/3/2018,74.43010391
39.1948,-122.6362,8/3/2018,96.20926077
39.2011,-122.6679,8/3/2018,80.30814463
39.2358,-122.7234,8/3/2018,81.9618785
39.2209,-122.7204,8/3/2018,85.20972537
39.2515,-122.723,8/3/2018,75.41924587
39.2216,-122.7124,8/3/2018,87.12827574
39.2309,-122.6733,8/3/2018,71.76043083
39.2097,-122.6321,8/3/2018,74.3150275
39.1947,-122.6299,8/3/2018,95.17791285
39.2881,-122.8971,8/3/2018,64.13577169
39.2096,-122.6391,8/3/2018,74.92116662
39.2957,-122.866,8/3/2018,70.39736178
39.2413,-122.765,8/3/2018,72.8041237
39.2007,-122.6753,8/3/2018,75.68328395
39.2819,-122.8567,8/3/2018,70.03809366
39.2813,-122.8607,8/3/2018,68.03547149
39.2069,-122.7091,8/3/2018,97.87464127
39.2265,-122.7615,8/3/2018,63.09765541
39.184,-122.8046,8/3/2018,72.13793705
39.1697,-122.7985,8/3/2018,98.64498187
39.302,-122.9049,8/3/2018,82.64469259
39.1775,-122.7661,8/3/2018,93.327387
39.1727,-122.8527,8/3/2018,70.41490351
39.2163,-122.6693,8/3/2018,86.24574038
39.1742,-122.8455,8/3/2018,73.09755197
39.1771,-122.7714,8/3/2018,96.41413282
39.1887,-122.8507,8/3/2018,73.23568515
39.2939,-122.9381,8/3/2018,67.36674309
39.1826,-122.8125,8/3/2018,73.20870194
39.1685,-122.8059,8/3/2018,95.90038881
39.3093,-122.8747,8/3/2018,74.00855231
39.2757,-122.8172,8/3/2018,67.07211371
39.2613,-122.8142,8/3/2018,62.03865106
39.2753,-122.8212,8/3/2018,68.51773796
39.1367,-122.6764,8/3/2018,105.4051724
39.1272,-122.7154,8/3/2018,105.1281356
39.13,-122.6349,8/3/2018,93.10480114
39.231,-122.6791,8/3/2018,83.46817068
39.2452,-122.6844,8/3/2018,79.07944373
39.2062,-122.7164,8/3/2018,93.78606264
39.1569,-122.7218,8/3/2018,103.135221
39.1223,-122.6673,8/3/2018,86.11146315
39.1221,-122.6724,8/3/2018,84.13556621
39.1424,-122.7171,8/3/2018,86.49098763
39.1515,-122.6102,8/3/2018,74.43334066
39.1445,-122.6394,8/3/2018,102.5721449
39.1518,-122.6145,8/3/2018,80.5037147
39.1579,-122.6535,8/3/2018,88.23568095
39.1446,-122.6442,8/3/2018,103.3941086
39.1511,-122.6814,8/3/2018,104.631321
39.1383,-122.6062,8/3/2018,65.93580536
39.1369,-122.6715,8/3/2018,105.4643802
39.113,-122.7062,8/3/2018,74.73532873
39.2898,-122.8237,8/3/2018,68.26701899
39.2892,-122.8282,8/3/2018,70.61252151
39.1278,-122.71,8/3/2018,104.8214891
39.13,-122.64,8/3/2018,94.53057662
39.1862,-122.6651,8/3/2018,94.20238842
39.1643,-122.6915,8/3/2018,75.08584678
39.1799,-122.6269,8/3/2018,90.28123292
39.1923,-122.7046,8/3/2018,72.62851083
39.1699,-122.737,8/3/2018,95.24130638
39.1704,-122.7308,8/3/2018,93.04922127
39.1654,-122.6225,8/3/2018,88.97476683
39.1719,-122.6601,8/3/2018,89.15494056
39.1858,-122.6725,8/3/2018,85.49232348
39.1782,-122.6984,8/3/2018,66.66304293
39.305,-122.9864,8/3/2018,78.30312484
39.3073,-123.0124,8/3/2018,92.28652555
39.3194,-123.0087,8/3/2018,69.4694279
39.3085,-123.0036,8/3/2018,97.57832316
39.3208,-123.0008,8/3/2018,62.65495868
39.1152,-123.0287,8/3/2018,82.84313222
39.1796,-122.878,8/3/2018,69.11573548
39.1029,-123.0311,8/3/2018,76.66825095
39.1435,-122.7423,8/3/2018,94.29512126
39.1451,-122.7614,8/3/2018,111.4747385
39.147,-122.7844,8/3/2018,62.10036885
39.1574,-122.7612,8/3/2018,95.5318477
39.1591,-122.782,8/3/2018,99.70414458
39.1612,-122.8064,8/3/2018,104.3169991
39.1632,-122.8307,8/3/2018,75.99036989
39.1917,-122.8747,8/3/2018,75.76658817
39.2156,-122.6579,8/3/2018,77.8421576
39.2592,-122.7398,8/3/2018,65.45428312
39.2277,-122.6568,8/3/2018,66.6578983
39.2453,-122.72,8/3/2018,81.8866382
39.2414,-122.6746,8/3/2018,86.3832406
39.2432,-122.6958,8/3/2018,89.22375525
39.257,-122.714,8/3/2018,62.68536055
39.2003,-122.6209,8/3/2018,79.60474416
39.2294,-122.6765,8/3/2018,98.28739726
39.2314,-122.7003,8/3/2018,86.60890787
39.1343,-122.6335,8/3/2018,79.09980503
39.1361,-122.6555,8/3/2018,71.58351514
39.1833,-122.7778,8/3/2018,63.33862302
39.1397,-122.6974,8/3/2018,77.71005751
39.1258,-122.6777,8/3/2018,87.25243966
39.2019,-122.6396,8/3/2018,100.1409802
39.2175,-122.681,8/3/2018,77.15383802
39.1896,-122.8505,8/3/2018,78.55893975
39.1853,-122.8011,8/3/2018,62.22141183
39.1732,-122.8035,8/3/2018,105.410047
39.1754,-122.8286,8/3/2018,70.21095437
39.1378,-122.6753,8/3/2018,73.62331218
39.1775,-122.8537,8/3/2018,72.0950226
39.1713,-122.7805,8/3/2018,96.55547737
39.1696,-122.7608,8/3/2018,71.52687102
39.1242,-122.6579,8/3/2018,81.79495837
39.1946,-122.6267,8/3/2018,83.99332403
39.317,-122.954,8/3/2018,62.87302407
39.2139,-122.6375,8/3/2018,66.06708178
39.308,-122.8755,8/3/2018,72.16953624
39.1964,-122.6468,8/3/2018,86.43939212
39.1482,-122.6536,8/3/2018,65.98422185
39.1568,-122.6118,8/3/2018,105.0859867
39.1586,-122.6333,8/3/2018,78.68165468
39.1499,-122.674,8/3/2018,64.36372823
39.1517,-122.6949,8/3/2018,67.33750888
39.1556,-122.7401,8/3/2018,70.77904363
39.1463,-122.632,8/3/2018,66.9478774
39.2918,-122.8317,8/3/2018,71.80844572
39.1446,-122.6119,8/3/2018,69.56812434
39.1417,-122.7214,8/3/2018,69.09312002
39.2195,-122.7046,8/3/2018,75.01298282
39.19,-122.643,8/3/2018,75.09810385
39.1807,-122.6076,8/3/2018,65.61018777
39.1745,-122.6034,8/3/2018,74.20740419
39.1763,-122.6255,8/3/2018,85.07153884
39.1689,-122.611,8/3/2018,82.64609307
39.1884,-122.6236,8/3/2018,77.99926833
39.1826,-122.629,8/3/2018,87.27314989
39.235,-122.6706,8/3/2018,78.34330911
39.2543,-122.7369,8/3/2018,71.09208355
39.2526,-122.7257,8/3/2018,80.05147863
39.1238,-122.6688,8/3/2018,75.11304901
39.2137,-122.652,8/3/2018,75.77551458
39.2367,-122.6822,8/3/2018,90.65452064
39.2207,-122.6976,8/3/2018,59.53609938
39.219,-122.6862,8/3/2018,60.48361899
39.2996,-122.85,8/3/2018,74.23021409
39.2296,-122.6956,8/3/2018,85.70482714
39.2261,-122.6728,8/3/2018,84.96529214
39.303,-122.8729,8/3/2018,66.11675385
39.2155,-122.6634,8/3/2018,81.34533473
39.2278,-122.6842,8/3/2018,92.37742031
39.2766,-122.8201,8/3/2018,72.0486519
39.3168,-122.9644,8/3/2018,61.68471022
39.31,-122.9187,8/3/2018,94.57282334
39.3136,-122.8821,8/3/2018,67.64843131
39.18,-122.8562,8/3/2018,77.91275065
39.1149,-122.671,8/3/2018,74.13571562
39.2172,-122.6748,8/3/2018,77.70530368
39.3151,-122.953,8/3/2018,70.42968292
39.2243,-122.6613,8/3/2018,73.95938747
39.3082,-122.9072,8/3/2018,110.9338125
39.3065,-122.8958,8/3/2018,65.30623822
39.3048,-122.8843,8/3/2018,68.82229766
39.1586,-122.5936,8/3/2018,71.77141934
40.1053,-122.188,8/3/2018,61.24272398
39.2924,-122.8637,8/3/2018,73.62276904
39.3011,-122.9209,8/3/2018,58.64771382
39.2959,-122.8866,8/3/2018,61.5789249
39.2942,-122.8752,8/3/2018,84.74843373
39.2907,-122.8522,8/3/2018,71.13769263
39.2385,-122.6936,8/3/2018,101.0146704
39.2402,-122.7049,8/3/2018,109.1174804
39.2872,-122.8293,8/3/2018,81.93623826
39.289,-122.8407,8/3/2018,65.92878717
39.2855,-122.8179,8/3/2018,64.07004454
39.2508,-122.7143,8/3/2018,118.2622337
39.242,-122.7162,8/3/2018,73.49472767
39.171,-122.6143,8/3/2018,69.35283808
39.1817,-122.6237,8/3/2018,64.87391345
39.1835,-122.6354,8/3/2018,74.73030503
39.1924,-122.6332,8/3/2018,73.87892955
39.1728,-122.6259,8/3/2018,71.83894563
39.1013,-123.0707,8/3/2018,98.42988555
39.1553,-122.8152,8/3/2018,74.19743857
39.159,-122.779,8/3/2018,78.98657894
39.1608,-122.7903,8/3/2018,88.52304377
39.1625,-122.8017,8/3/2018,89.78061432
39.1817,-122.8676,8/3/2018,60.12783704
39.1835,-122.879,8/3/2018,69.27633993
39.1642,-122.813,8/3/2018,78.25366948
39.1378,-122.7604,8/3/2018,76.90410054
39.1395,-122.7719,8/3/2018,74.12268414
39.3042,-123.0029,8/3/2018,59.46941825
39.3059,-123.0143,8/3/2018,76.21144744
39.3131,-123.0008,8/3/2018,64.47821487
39.3148,-123.0122,8/3/2018,73.37767539
39.1484,-122.7698,8/3/2018,89.28144452
39.1502,-122.7811,8/3/2018,71.59924976
39.0924,-123.0729,8/3/2018,67.38336479
39.0996,-123.0593,8/3/2018,115.4851076
39.1068,-123.0457,8/3/2018,75.61064077
39.1085,-123.0572,8/3/2018,75.06216498
39.1088,-122.998,8/3/2018,64.07780287
39.1225,-123.0242,8/3/2018,74.68062708
39.1405,-122.7469,8/3/2018,71.3689833
39.1362,-122.767,8/3/2018,83.91385312
39.1775,-122.896,8/3/2018,75.65103035
39.1483,-122.7708,8/3/2018,62.47539774
39.131,-122.7503,8/3/2018,73.66546656
39.1265,-122.7714,8/3/2018,67.27808337
39.1434,-122.7532,8/3/2018,63.75831777
39.1387,-122.7746,8/3/2018,74.23805083
39.1627,-122.7832,8/3/2018,65.91598928
39.1573,-122.8082,8/3/2018,106.0650317
39.0846,-123.082,8/3/2018,68.43349141
39.0894,-123.0601,8/3/2018,68.37711105
39.152,-122.8331,8/3/2018,79.55397374
39.164,-122.8377,8/3/2018,64.84061518
39.0967,-123.0871,8/3/2018,73.3542335
39.1019,-123.0636,8/3/2018,89.35555548
39.1067,-123.0414,8/3/2018,106.4282229
39.1119,-123.0179,8/3/2018,82.243125
39.0945,-123.0369,8/3/2018,79.83317061
39.0996,-123.0135,8/3/2018,63.37479019
39.0936,-123.0298,8/3/2018,70.94924704
39.1507,-122.7789,8/3/2018,65.58558991
39.1452,-122.8043,8/3/2018,79.42201766
39.1705,-122.8678,8/3/2018,71.55919913
39.1826,-122.8719,8/3/2018,95.36781188
39.2293,-122.713,8/3/2018,92.35973867
39.2648,-122.8041,8/3/2018,93.98616462
39.21,-122.6828,8/3/2018,90.9929784
39.3098,-122.854,8/3/2018,86.99946538
39.2495,-122.6958,8/3/2018,64.49235643
39.2225,-122.6844,8/3/2018,89.43378804
39.2362,-122.7412,8/3/2018,76.80320743
39.2315,-122.7192,8/3/2018,91.5289334
39.244,-122.7208,8/3/2018,106.8670782
39.2959,-122.9177,8/3/2018,80.27105208
39.3005,-122.8968,8/3/2018,84.69977164
39.3078,-122.9229,8/3/2018,83.36948996
39.3124,-122.9018,8/3/2018,79.06334815
39.2527,-122.8002,8/3/2018,75.96196971
39.2349,-122.6863,8/3/2018,96.85064105
39.2153,-122.658,8/3/2018,111.6251592
39.1254,-122.6963,8/3/2018,65.85880572
39.2486,-122.7433,8/3/2018,66.99351179
39.2028,-122.6565,8/3/2018,85.05017393
39.305,-122.8761,8/3/2018,108.506264
39.217,-122.7104,8/3/2018,72.62674072
39.176,-122.8422,8/3/2018,64.72515466
39.1695,-122.812,8/3/2018,65.89674887
39.2599,-122.8267,8/3/2018,72.43739302
39.2717,-122.8321,8/3/2018,69.8050808
39.279,-122.8586,8/3/2018,64.98239047
39.2374,-122.6922,8/3/2018,100.1285548
39.2911,-122.8627,8/3/2018,89.52052778
39.2868,-122.8829,8/3/2018,88.53204321
39.2984,-122.8891,8/3/2018,90.41728658
39.2836,-122.8372,8/3/2018,81.09698927
39.3029,-122.8682,8/3/2018,109.737848
39.2935,-122.8695,8/3/2018,88.47930097
39.3058,-122.9156,8/3/2018,97.39792705
39.1187,-122.6673,8/3/2018,80.18631674
39.3102,-122.8946,8/3/2018,79.27539238
39.2939,-122.9103,8/3/2018,69.97919471
39.2417,-122.7149,8/3/2018,109.3802868
39.2891,-122.9329,8/3/2018,63.41329914
39.2544,-122.7155,8/3/2018,79.3344067
39.2469,-122.6901,8/3/2018,81.77897005
39.2888,-122.8908,8/3/2018,74.71799306
39.1906,-122.5939,8/4/2018,70.05891163
39.1715,-122.5949,8/4/2018,67.62195631
39.1922,-122.5825,8/4/2018,73.64885915
39.182,-122.5856,8/4/2018,69.68228865
39.1416,-122.7411,8/4/2018,70.41312479
39.0941,-123.0716,8/4/2018,59.89860732
39.0924,-123.083,8/4/2018,64.00920226
39.1046,-123.0623,8/4/2018,75.16744944
39.1029,-123.0737,8/4/2018,74.05627134
39.1013,-123.0852,8/4/2018,73.34656115
39.1151,-123.0531,8/4/2018,98.33546546
39.1134,-123.0645,8/4/2018,94.65052778
39.1118,-123.0759,8/4/2018,73.17187867
39.1253,-123.0501,8/4/2018,66.42340803
39.1236,-123.0615,8/4/2018,78.84363525
39.3257,-123.0047,8/4/2018,97.81950233
39.3274,-122.9933,8/4/2018,88.81375376
39.329,-122.9819,8/4/2018,90.05857866
39.123,-122.8074,8/4/2018,114.591947
39.3116,-122.9713,8/4/2018,81.98555062
39.1335,-122.7981,8/4/2018,122.9424293
39.1351,-122.7867,8/4/2018,112.091195
39.1367,-122.7753,8/4/2018,117.0324264
39.1383,-122.764,8/4/2018,103.5002286
39.14,-122.7525,8/4/2018,93.34001002
39.3099,-122.9827,8/4/2018,93.67030953
39.3083,-122.9941,8/4/2018,73.27999002
39.305,-123.017,8/4/2018,60.22617701
39.3234,-122.9569,8/4/2018,68.97609775
39.3218,-122.9683,8/4/2018,85.01626121
39.3202,-122.9797,8/4/2018,86.51697273
39.3185,-122.9911,8/4/2018,74.79271291
39.3169,-123.0026,8/4/2018,91.93383983
39.3152,-123.014,8/4/2018,80.10664734
39.1134,-122.7461,8/4/2018,74.57096344
39.1117,-122.7576,8/4/2018,78.13780975
39.1101,-122.7689,8/4/2018,71.06257082
39.1638,-122.8471,8/4/2018,76.63145879
39.1654,-122.8357,8/4/2018,77.71530201
39.1565,-122.8335,8/4/2018,76.08617538
39.1085,-122.7803,8/4/2018,65.52418625
39.1222,-122.7483,8/4/2018,159.9856797
39.1206,-122.7597,8/4/2018,149.0945212
39.119,-122.7711,8/4/2018,154.7095343
